image,caractéristique,classe
1887-1112-0013.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
74-1631-0009.png,"[14 12  2 16  3 15  4  9  8 20  6 10  7 14  5  9  6  1  9  5  4 10  7  7
  7  8 12  3 16 19  7  3  7  4 10  5 15  4  6  7  8 11  4  9  2 12 10 10
 14  5]",1
245-20040-1-068.png,"[ 4  2  0  0  2  3  0  7  1  1  1  8  1  1  2  2  0  3  3  6 13  0  1  1
  1  4  1  1  1  2  0  4  4  2  0  1  5  1  4  5  0  1  0  3  0  3  3  4
  0  2]",1
2189-966-0020.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
539-1719-0019.png,"[ 6  9 14 10  5  5  2 17  6 11  4  3  6 13  5  9 19  2  4  2  9 10  4  3
  8  4  5 11  4  3  7  4  6  7  2  3  5  5  4  7  2 18 10 12  2 16  1  3
  6  5]",1
2607-1640-0042.png,"[32  5 11  8  9 12  7 14  8 12  7  4 11 17 16  8 21 12  6 15  8 12 13 17
 14 10 26  8 11  9  6 13  7 10 12 11 10  7  5 14 15  7  9 10  7  4 11  9
  7 22]",1
2378-567-0007.png,"[0 0 0 1 0 0 1 5 1 0 0 1 1 0 0 5 4 0 1 0 4 1 1 0 1 2 0 0 0 1 1 0 4 2 1 0 1
 1 1 2 0 1 0 3 1 4 2 1 2 0]",1
793-597-0009.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1648-2496-0013.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 1 0 0 0 0 0 0]",1
557-973-1-0335.png,"[ 7  6 11  5  4  5  6 16  6 15  4 10  4  9  8 12  8 14  6  7  7 10  5  8
  6 10  9 17  7 11 10 14 12  8  7 10  8  6  2  9  3 11 14 11  8 10  7  2
  7  6]",1
237-20534-1-0282.png,"[ 5 11 23  4  9  7 16  7  7 14 11 20 12 10 11  5 10 11 11  6  8 12  3  7
  3 11 27 15  9 14 13 15  8 12 13 15 16 11 10  7 11 12 12 17  7  7 19  8
 11 12]",1
172-3422-1-380.png,"[ 9 12 15  6 14 18 19 19 16  6 11 18 19 20 19 17  8 13  9 21 16 21 12 12
 15  9  7 22 16  4 14 25 11  9 14 20 17 13 11  5  9 18 25 17 14 11  3 15
  8 15]",1
1312-1665-0003.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2367-2756-0014.png,"[2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 1 0 0]",1
2736-1265-0020.png,"[1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 6 0 0 0 0 0 0 1 2 0 0 0 0 0 0 4 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
672-735-0026.png,"[0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 1 0 0 1 1 3 0 0 0 0]",1
385-2549-0010.png,"[1 0 0 0 0 2 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
 0 0 2 0 0 0 0 0 0 0 0 0 0]",1
2198-449-0010.png,"[1 1 3 1 0 0 1 4 3 0 0 6 0 0 0 4 9 2 2 1 5 0 1 0 0 4 0 0 2 0 3 0 4 2 0 0 0
 2 0 0 2 0 0 1 0 8 1 0 0 3]",1
1555-2517-0006.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1025-484-0018.png,"[10  5  4  5  5  6  6  6  2 11  6  1  5  9  4  4  6  3  8  7  8  6 15  3
  5  7 30  2 12 30  1  3  3  5 11  5  8  4  6  6  4 14  7  7  6  7  3  4
 13  7]",1
900-178-0012.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0]",1
534-2047-0016.png,"[0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1]",1
1969-1417-0009.png,"[14  1  0 10  0  0  1  2  0  1  1  0  0  3  0  2  7  0  0  1  0  1  1  2
  4  0  5  1  0  5  1  1  1  0  0  0  1  1  0  1  1  0  1  1  1  1  0  1
  0  1]",1
976-2283-0028.png,"[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 1 0 0 0 0]",1
2293-745-0030.png,"[0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 1 0 1 1 0 4 0 3 0 0 3 0 0 0 0 1 0 0 0 1 1 0
 1 2 0 0 0 0 0 0 1 0 0 0 1]",1
2502-1753-0016.png,"[0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0
 2 0 0 0 0 0 1 0 0 0 1 0 0]",1
543-1330-0006.png,"[12  4 22 12  2  9  5 14  4  9  6  5  5 20  4  7 14  3  8  7 11  9  5  9
 13  3  6  9  5 14  5 18  6  3  4 11  9  2  9  5  4  1 12  5  4 13  7  8
  8 12]",1
407-15612-1-493.png,"[ 5  4  3  6  1  6  6  8  4 15  0  5  4  6 10  7  7  6  3  6  4  3  6  9
  7  3  5  4  9  4  6  5  3  1  9  8  6 10  1  4  1  5  2  2  3 10  5  3
  9  7]",1
162-18238-1-245.png,"[ 0  4 14  2  5  8 13  9  5  3  7  9  7  0  4  8  7  5  3 19  7  8  5  8
  4  7  3 18  4  0  6 19  9  4  6 11  2  9  3  6  1 11 15  9  6 10  4  5
  3  7]",1
2520-40-0011.png,"[0 0 4 0 0 2 1 1 1 0 1 7 1 1 1 0 3 0 1 2 3 1 1 0 1 2 0 1 0 1 2 1 2 1 0 6 1
 1 1 2 0 1 2 2 1 0 2 1 0 1]",1
2418-1076-0015.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
489-986-0015.png,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
499-426-1-0428.png,"[ 6  4 17  4  2  9  7 10  1  7  7  5  1  7  8  8  5  8  3  8  7  8  3  8
  5  6  9  7  5  3  2 11  6  2  3  7  6  1  2  8  1  7  5  4  3  6  3  1
  5  7]",1
1088-978-0006.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
698-2058-0019.png,"[0 1 0 2 0 2 0 5 0 1 1 1 0 0 1 7 3 0 3 1 3 1 1 0 3 2 0 0 1 0 1 2 2 1 0 1 2
 0 1 0 1 0 0 1 1 4 0 3 0 2]",1
791-870-0024.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
577-1616-0044.png,"[28  3  1  9  6 15  6 14  6 10  7  8  7 11  7 11 15  9 14  3  7 14 13 12
 10 10 20  5 13 11  7  9  9 17 10 12 17  8  5  7  8 13  5  7  5  6 12 14
  8 14]",1
1617-2609-0001.png,"[ 0  2 10  0  2  0  0  4  3  2  1  1  4  1  0  3  0  0  1  2  3  3  0  2
  4  1  0  4  0  0  0  3  1  5  2  2  2  1  0  2  0  2  2  2  2  3  1  3
  2  1]",1
108-11723-1-014.png,"[ 0  1  0  2  1  0  0  0  0  0  0 10  0  0  0  1  0  0  1  0  6  1  4  0
  0  2  6  1  0  0  0  0  2  1  3  1  2  0  1  1  2  1  1  1  0  3  2  0
  0  0]",1
1356-1714-0031.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1052-831-0016.png,"[ 7  7 14  8  6  4  3  9  5  6  6  3  4 12  5  7 15  2  3  7  6  4  5  9
 13  2 17 16  6  8  5 10  5  4  7  6  4  2  8  6  6  3  8  5  1  7  5  5
  5 12]",1
94-17035-1-0631.png,"[ 7  9 15  3  2  4  7 13  4  6  1  4  6  3  3  7 10  3  3 12 10  3  7  2
  2  5  9  5  6  3  5  4  4  5  2  5  4  2  3  5  1  7 12  8  7  8  4  1
  1  4]",1
1702-1783-0047.png,"[ 6  4 22  9  1  1  0  7  2  4  3  5  3  5  5  5 19  7  2  9  3  1  1 10
 11  4  9 11  3  4  3  3  1  0  1  7  1  3  1  5  4  1  8  3  3  3  2  1
  0  6]",1
761-1179-0020.png,"[ 8 14 14 11 14 21 15 13  9 16  7  6 11 14 10  6 12  8  5 28  6 11  6 33
  5  9 22 20 20 20  9 11  5 15 13 10 13 12 14  6 11 35 14 14 15  9  7  7
 21  6]",1
301-15217-1-427.png,"[3 3 4 0 3 5 5 3 9 1 3 6 4 3 9 2 7 6 5 7 5 3 2 3 5 4 7 4 3 2 4 8 4 1 2 7 1
 3 2 3 3 5 5 3 3 3 5 2 0 4]",1
367-1954-0044.png,"[18  9  9  3  6 12 12 23  7  9  7  9  7 11 18 22 16 11  8 14  7 12 17 15
  9  8 37 10 10 20 11 17  9 11  9 17 17  7  8 23  8 21 11 16 12  8 11  6
 13 16]",1
1497-2448-0033.png,"[18  5  5 13  6 14  7 17 11 11  3  5  8  9 10 12 11  8 14 16  5  9 12  4
  7  6 20  5 10 13  8  4  7  6  9  1 14 10  7  6  5  3  2 16  7  4  9  9
  9  8]",1
1003-2358-0008.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1993-2676-0011.png,"[ 4 11 12 15 10 21 11 15 13 12  4  6 18 17 13  8  3  7 10  5 13 10 12 20
 12 12 24 12 16 20 11  6  8 16 13  3 13 14  8 14  8 14 17  8  9  5  7  6
 20  7]",1
2690-2483-0018.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2590-1604-0031.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0]",1
2361-1199-0026.png,"[20 15 17 16  9 11 11 18 12 19 12  6  8 15  7  8 20  7 10 24 10 16 17 26
 14  9 26 19 13 20 12 20  4 20  9  5 21  6 12 13 12 27 14 10 14 12  8 12
  7 20]",1
1935-1793-0001.png,"[11  8 20  7  3  7  4  5  6  9  5  3  7  7  6  3 21  4  3 11  5  7  3  7
 27  4  4 15  3  7  4 12  5  7  1  5  1  6  0  9  3  7 12  1  7  0  1  3
  4 18]",1
28-921-0027.png,"[0 0 0 0 1 0 0 0 3 0 0 1 2 1 0 1 2 0 0 0 2 1 2 0 0 3 0 0 1 0 1 2 3 1 0 0 2
 1 0 0 0 0 0 3 0 3 0 0 0 3]",1
2339-252-0007.png,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
591-2644-0036.png,"[17  5 28 25  5 15 13 23  9 18  9  5 16 21 10 13 11 20  8 23  1 12  8 31
 19  9 29 24 17 20  9 21  8  6 11 12 14 10 11 26 15  9 22 15 23  5  9  9
 24 14]",1
328-745-1-0962.png,"[ 5  6 28 13  7 12 15 12  6 11  7 11  8  9  7  6 18  5 11 16  6 10  8 16
 12 11 21 17  4 11  6 22  8  8  9  8  6 11  4  6  9 22  9  7 17  3  1  5
  7 15]",1
1948-273-0019.png,"[ 2  7  4 10  6 16 10  8 13 11 11  9  9 17 11  8  7  6 10  3  6  2 12  2
  3  6 23 11 15 31  3  1  8  5 14  3 18  3 11 10  4  8 10 12  9  8  5  6
 15  7]",1
2104-2366-0004.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
91-1441-0004.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2385-874-0005.png,"[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1041-1931-0010.png,"[ 4  0  1  0  1  1  0  2  3  0  0  1  2  1  0  3  8  1  0  1  3  0  1  0
  0  1 12  0  1  4  1  3  2  3  0  0  1  3  2  0  2  6  1  3  0  4  2  1
  1  4]",1
731-949-0006.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
49-697-0002.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 0 0 0 2]",1
2495-669-0009.png,"[13 10  6 18 17 21 11 11  9 26 10 17 12 17 21  9  9 10 20 12  5 13 10 14
  9 16 30  9 25 33 10  5  6  8 18  8 14 14 10 13 19 11 12  8 13  5 11  6
 27 19]",1
2443-780-0001.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2048-451-0001.png,"[1 1 9 2 2 0 1 2 4 2 0 7 2 0 0 2 3 1 2 0 4 1 1 0 1 1 0 0 1 0 2 2 3 2 0 1 4
 1 0 0 1 0 4 5 2 6 3 0 0 0]",1
2605-625-0003.png,"[0 2 0 1 1 0 1 4 3 0 3 2 2 0 1 1 4 1 1 1 1 2 1 0 0 2 0 1 0 0 1 1 2 0 1 1 0
 1 1 2 1 1 3 1 0 2 3 1 0 0]",1
820-588-0024.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2311-142-0070.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
212-1849-0004.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
222-20550-1-0154.png,"[ 7  9 13  9  6  8 10  9 11 16  6 12  8  7 14 10  9  5  8 13 15  9  9  5
 10  5 19  9  4  6  8 12  3  7 12 19  7 10  8 11  3  3  9 13 10 12  7  6
  8 11]",1
2086-653-0002.png,"[18 20  8  8 10 16 10 15  7 25  8  9 12 13 11 10  6  4 10 10  8 12 17 23
  8  5 25 10 20 26  5  5  5 12 13 10 17  7 13  9  6  9  8 10  6  6 12  6
 27 15]",1
1211-583-0011.png,"[0 1 0 2 0 1 0 6 0 0 0 1 0 1 2 3 4 0 0 0 2 6 0 0 0 0 0 0 0 2 1 0 1 2 1 0 0
 0 0 3 0 1 0 1 0 1 2 0 1 0]",1
2679-2314-0019.png,"[ 2  6 10  3  8  9  3 11 11  7  3  7  8  1  9  5  9  5  5  0  4  4  5  7
  2  8 11  4  8  4  1  0  4  6  5  1  5  5  2  5  7 17  3 12  2  9 11  8
  3  6]",1
2668-1808-0034.png,"[0 1 0 4 1 0 0 1 1 0 1 0 1 1 1 3 1 1 2 0 2 0 0 0 1 0 7 0 0 4 1 0 2 0 3 0 0
 3 0 3 1 0 1 4 1 1 2 1 0 2]",1
290-9853-1-442.png,"[1 5 6 2 4 2 4 1 2 2 2 3 2 2 2 3 3 3 4 3 4 2 2 3 3 4 8 3 1 1 0 3 1 4 5 2 1
 4 2 3 0 8 4 1 0 7 3 2 1 0]",1
676-1643-0001.png,"[19 11  6  8 10 11  4 13 10 18  6 12  8 15 14 19 13  6 10 20  7  8 13  6
 11  9  6  3  7 10  9  6  8  5  6  3 11  4  6  4  4 11  4  9  4 10 12  5
  9 14]",1
177-2363-0018.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
232-16709-1-041.png,"[ 1  0  0  7  1  3  0  0  1  1  6  9  1  6  1  3  1  0  3  0 16  3  6  0
  1  5  0  1  2  0  1  0  0  0  7  6  6  1  2  5  1  4  0  2  0  9  3  0
  0  1]",1
2395-2655-0009.png,"[11 18  7  7 18 18  8 10 12 15 10 10 16 26 18  6  5  8 17 12  4  7  7  3
 11 12 25 10 13 22  5  6 12 15 11  8 12 13  7 14  6 19 17 10 12  7  9 14
 21 15]",1
242-19302-1-197.png,"[1 2 8 2 2 6 4 4 5 0 3 8 4 0 4 6 7 3 3 5 5 4 5 6 5 1 2 9 2 2 3 8 7 4 1 5 7
 5 3 5 1 6 8 5 4 8 8 2 3 2]",1
1679-1283-0014.png,"[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 3]",1
1695-1693-0005.png,"[2 0 0 0 0 0 0 1 0 0 0 0 0 2 0 3 1 0 1 0 2 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 2
 0 0 0 0 0 0 0 0 0 1 0 0 0]",1
2360-1996-0037.png,"[18  8 10 16  9 10 14 17  8 16 10  6 14 13  9 13 19  8 12 10  8  9 15  7
 10 12 40 11 14 23 10  7  4  3  9  4 23  8  6 10  5 14  6 13 11 10 11  7
 16 20]",1
2000-551-0011.png,"[0 1 0 0 1 1 0 6 3 0 1 3 1 0 2 6 2 3 1 0 4 0 0 2 0 3 1 2 0 0 1 4 1 0 3 0 0
 2 0 2 0 2 2 3 1 0 3 3 0 2]",1
607-2596-0018.png,"[1 0 1 1 0 0 0 1 1 1 0 1 0 1 0 2 6 1 2 1 2 1 0 0 5 0 0 0 1 0 0 2 1 0 2 0 0
 0 0 0 0 0 0 0 0 0 0 0 2 1]",1
2780-111-0027.png,"[0 0 1 2 0 0 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0 1 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0]",1
1795-808-0016.png,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1569-313-0049.png,"[ 9 10  7  0 10 15  8 12 10 15  4  6  5 13  6  7 13  5  5  4 14 12 13 11
  2  5 39  3  7 41  4  7  1 15 12  9 15  5 13  8  6 12 12 19  7  7 16  6
 14  6]",1
1186-14-0017.png,"[ 0  0  0  4  2  3  1 10  2  5  3  4  5  1  1  5 11  0  3  1  1  3  5  0
  2  2 16  1  2  6  1  0  4  0  2  1  0  3  2  2  0  6  2  8  1  5  3  4
  1  2]",1
2135-462-0003.png,"[ 1  1 33  6  4  1  7  8  7  8 13  4  8 10  4  6  1  8  5  4 18  6  3 13
  9  4 11 14  5  9 10 12 11  4  5 10  3  4  1 14  6  7 17  6  6 14  6  7
  7  7]",1
250-736-0022.png,"[0 0 0 0 0 0 0 0 2 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0]",1
1412-2618-0005.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
431-1313-0013.png,"[0 1 4 1 0 1 4 6 2 0 0 2 2 0 0 2 6 1 2 0 6 2 0 1 0 0 2 3 0 1 1 0 0 1 0 3 2
 2 0 5 1 1 4 2 0 1 6 0 0 1]",1
2408-1242-0013.png,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 2 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 2 1 0 0 0]",1
2186-364-0007.png,"[1 0 0 0 1 1 0 5 0 0 1 0 0 0 2 4 1 1 1 3 2 0 0 0 6 1 0 0 0 0 2 1 2 1 0 0 2
 1 0 1 1 0 1 0 0 1 1 1 0 2]",1
2446-2127-0013.png,"[1 0 3 1 1 2 2 5 2 1 2 8 4 2 1 2 2 2 2 5 5 2 0 1 2 1 5 4 4 4 1 2 2 1 4 2 2
 0 2 5 3 1 3 3 3 7 0 2 4 0]",1
759-1252-0008.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1739-1667-0022.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 1 0 0 0]",1
1604-2248-0001.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0]",1
242-1306-0004.png,"[ 3  0 10  2  0  0  0  1  1  1  1  4  1  0  1  1 13  1  1  3  0  2  0  2
  2  1  3  1  0  0  0  3  0  1  1  0  0  0  0  2  2  2  4  2  1  2  2  2
  1  4]",1
1797-139-0084.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
88-18554-1-07.png,"[ 0  5 32  4  3  4  7  2  5  1  3  9  8  3  3  1  6 11  5 10  3  6  1  9
  1  7  6 14  1  2  2 10  5  4  1  7  2  2  0 10  2 21 10  4  7  4  2  3
  4  2]",1
1949-1470-0003.png,"[0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 3
 0 0 1 1 0 0 0 0 0 0 2 0 1]",1
518-709-1-0254.png,"[10  5 19  8  5  5 14 19  6  8  0  9  2  3  9  4 11 12  7  5  6  9  8 13
  8  7 16 11  3 13 10  5  7 13 10  5  9  9  4  9  4 14 13 14  9  7 12  4
  8  7]",1
1060-2224-0011.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
258-274-0034.png,"[25  5 21  8  8 15 13 10 11 12  5 12 11 14  6 14 20 13  8 21  5 11 11 31
  9  7 34  3 15 20  4 13  7  9 14  8 16  7  8  9  9  3 10 12 10 10 10 10
 15  7]",1
1435-667-0026.png,"[35 11 19 12 13 12  9 17  3 20 12 11 10 19 11 12 32  8 18 25 10 11 32 18
  8  9 30  7 18 35  8 13 11 16 17 12 19  8 14 11 14  5  7 16  6 12 12  8
 16 11]",1
1670-1032-0042.png,"[36  6  7  8  5  9  6 17  7 14  7  5  8  9  8 16 18  5 11 20 12 10 25 18
  8  5 29  6  9 23  5  6 10  7 16 16 21 10 20 14  8 11  6 23  9 15 16  4
 12 14]",1
1834-1432-0008.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 1 0 1 0 0 0 0]",1
239-4517-1-0889.png,"[ 5  2 10  5  4  2  3  6  4  1  0  3  4  4  5  5 21  8  5 12  5  4  1  7
 12  4  7  8  3  3  6 11  6  2  3  8  4  2  0  3  4  1 10  4  7  8  3  1
  1 14]",1
1143-1006-0024.png,"[44  7 29 10 15 13  8 14  9 10  7  4  9  6 20 10 25  9  7 15 15 10 14 22
 13 12 15 16 10 34  6 10  6  6 10 11 13  8  5  9  6 12 13 10  7  7 11  5
 17  8]",1
1643-1801-0021.png,"[ 1  4 26  1  4 10  5  6  4  2  4 11  6 10  7  4  6  4  5  3  6  5  1  6
  4  8  7  4  0  1  5  3  8  8  8  7  2  9  1 12  5  7  8  4  4  7  3  2
  0  3]",1
2480-2120-0004.png,"[2 1 3 6 0 0 0 0 2 0 1 4 3 1 0 1 5 1 5 7 5 1 0 9 3 1 0 0 1 2 3 4 4 2 2 1 0
 1 1 1 1 0 2 3 2 5 2 6 0 4]",1
158-543-0013.png,"[0 2 1 1 1 1 0 3 1 1 1 6 0 0 2 4 5 2 0 1 9 2 0 0 1 3 0 0 0 0 1 2 2 4 2 0 2
 1 0 1 1 0 2 4 1 4 1 2 0 1]",1
746-33-0014.png,"[0 1 1 0 0 1 0 4 2 0 1 4 2 3 3 3 2 0 0 2 3 1 0 0 0 3 1 1 2 0 1 0 2 4 2 6 0
 0 2 0 1 4 1 1 0 1 0 0 0 0]",1
1334-1867-0025.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
278-1214-1-01.png,"[32 27 32 24 17 28 18 59 16 25 23 23 24 33 29 46 80 19 24 24 49 22 38 17
 35 26 25 12 22 24 36 22 44 21 16 18 53 25 17 24 26 43 18 24 16 44 23 32
 20 47]",1
